	HGNC_ID	Gene_symbol	Gene synonym	Ensembl	Protein class	Disease involvement	Source	Source_Date	Download_Date
6391	HGNC:8568	FURIN	FUR, PACE, PCSK3, SPC1	ENSG00000140564	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6392	HGNC:4010	FUS	ALS6, FUS1, hnRNP-P2, HNRNPP2, TLS	ENSG00000089280	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Amyotrophic lateral sclerosis, Cancer-related genes, Disease mutation, Neurodegeneration, Proto-oncogene	HPA	20210914	20210914
6393	HGNC:4012	FUT1	H, HSC	ENSG00000174951	Blood group antigen proteins, Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6394	HGNC:19234	FUT10		ENSG00000172728	Predicted intracellular proteins		HPA	20210914	20210914
6395	HGNC:19233	FUT11	MGC33202	ENSG00000196968	Predicted intracellular proteins		HPA	20210914	20210914
6396	HGNC:4013	FUT2	SE, Se2, SEC2, sej	ENSG00000176920	Blood group antigen proteins, Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6397	HGNC:4014	FUT3	CD174, LE	ENSG00000171124	Blood group antigen proteins, Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6398	HGNC:4015	FUT4	CD15, ELFT, FCT3A, FUC-TIV	ENSG00000196371	Predicted membrane proteins		HPA	20210914	20210914
6399	HGNC:4016	FUT5	FUC-TV	ENSG00000130383	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6400	HGNC:4017	FUT6	FCT3A, FLJ40754, FT1A, FucT-VI	ENSG00000156413	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6401	HGNC:4018	FUT7		ENSG00000180549	Predicted intracellular proteins		HPA	20210914	20210914
6402	HGNC:4019	FUT8		ENSG00000033170	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Congenital disorder of glycosylation, Disease mutation	HPA	20210914	20210914
6403	HGNC:4020	FUT9	Fuc-TIX	ENSG00000172461	Predicted membrane proteins		HPA	20210914	20210914
6404	HGNC:26219	FUZ	FLJ22688, Fy	ENSG00000010361	Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6405	HGNC:3951	FXN	CyaY, FA, FARR, FRDA, X25	ENSG00000165060	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Transporters	Disease mutation	HPA	20210914	20210914
6406	HGNC:4023	FXR1		ENSG00000114416	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6407	HGNC:4024	FXR2	FMR1L2	ENSG00000129245	Predicted intracellular proteins		HPA	20210914	20210914
6408	HGNC:4025	FXYD1	PLM	ENSG00000266964	Predicted membrane proteins		HPA	20210914	20210914
6409	HGNC:4026	FXYD2	ATP1G1, HOMG2, MGC12372	ENSG00000137731	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters	Disease mutation, FDA approved drug targets, Primary hypomagnesemia	HPA	20210914	20210914
6410	HGNC:4027	FXYD3	MAT-8, PLML	ENSG00000089356	Predicted intracellular proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
6411	HGNC:4028	FXYD4	CHIF	ENSG00000150201	Predicted membrane proteins		HPA	20210914	20210914
6412	HGNC:4029	FXYD5	OIT2	ENSG00000089327	Plasma proteins, Predicted membrane proteins, Transporters		HPA	20210914	20210914
6413	HGNC:4030	FXYD6		ENSG00000137726	Predicted membrane proteins, Transporters	Schizophrenia	HPA	20210914	20210914
6414	HGNC:39978	FXYD6-FXYD2		ENSG00000255245	Predicted membrane proteins		HPA	20210914	20210914
6415	HGNC:4034	FXYD7		ENSG00000221946	Predicted membrane proteins		HPA	20210914	20210914
6416	HGNC:4036	FYB1	ADAP, FYB, FYB-120/130, SLAP-130	ENSG00000082074	Disease related genes, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6417	HGNC:27295	FYB2	ARAP, C1orf168, FLJ43208, RP4-758N20.2	ENSG00000187889	Predicted intracellular proteins		HPA	20210914	20210914
6418	HGNC:14673	FYCO1	FLJ13335, ZFYVE7	ENSG00000163820	Disease related genes, Predicted intracellular proteins	Cataract, Disease mutation	HPA	20210914	20210914
6419	HGNC:4037	FYN	MGC45350, SLK, SYN	ENSG00000010810	Enzymes, Plasma proteins, Predicted intracellular proteins	Proto-oncogene	HPA	20210914	20210914
6420	HGNC:25407	FYTTD1	DKFZp761B1514, UIF	ENSG00000122068	Predicted intracellular proteins		HPA	20210914	20210914
6421	HGNC:4038	FZD1	DKFZp564G072	ENSG00000157240	Cancer-related genes, G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Transporters	Cancer-related genes	HPA	20210914	20210914
6422	HGNC:4039	FZD10	CD350	ENSG00000111432	CD markers, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6423	HGNC:4040	FZD2		ENSG00000180340	Cancer-related genes, G-protein coupled receptors, Predicted membrane proteins	Cancer-related genes, Disease mutation	HPA	20210914	20210914
6424	HGNC:4041	FZD3		ENSG00000104290	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6425	HGNC:4042	FZD4	CD344, EVR1	ENSG00000174804	CD markers, Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
6426	HGNC:4043	FZD5	C2orf31, DKFZP434E2135, HFZ5	ENSG00000163251	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
6427	HGNC:4044	FZD6	Hfz6	ENSG00000164930	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
6428	HGNC:4045	FZD7	FzE3	ENSG00000155760	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
6429	HGNC:4046	FZD8		ENSG00000177283	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins		HPA	20210914	20210914
6430	HGNC:4047	FZD9	CD349, FZD3	ENSG00000188763	CD markers, G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
6431	HGNC:24824	FZR1	CDC20C, CDH1, FZR, FZR2, HCDH, HCDH1, KIAA1242	ENSG00000105325	Predicted intracellular proteins		HPA	20210914	20210914
6432	HGNC:30229	G0S2		ENSG00000123689	Predicted intracellular proteins		HPA	20210914	20210914
6433	HGNC:20338	G2E3	FLJ20333, KIAA1333, PHF7B	ENSG00000092140	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6434	HGNC:30292	G3BP1	G3BP, HDH-VIII	ENSG00000145907	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6435	HGNC:30291	G3BP2	KIAA0660	ENSG00000138757	Predicted intracellular proteins		HPA	20210914	20210914
6436	HGNC:4056	G6PC	G6PT, GSD1a	ENSG00000131482	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Disease mutation, Glycogen storage disease	HPA	20210914	20210914
6437	HGNC:28906	G6PC2	IGRP	ENSG00000152254	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6438	HGNC:24861	G6PC3	UGRP	ENSG00000141349	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
6439	HGNC:4057	G6PD	G6PD1	ENSG00000160211	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Cancer-related genes, Disease mutation, Hereditary hemolytic anemia	HPA	20210914	20210914
6440	HGNC:4065	GAA		ENSG00000171298	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Disease mutation, FDA approved drug targets, Glycogen storage disease	HPA	20210914	20210914
6441	HGNC:4066	GAB1		ENSG00000109458	Predicted intracellular proteins, RAS pathway related proteins	Deafness, Disease mutation, Non-syndromic deafness	HPA	20210914	20210914
6442	HGNC:14458	GAB2	KIAA0571	ENSG00000033327	Predicted intracellular proteins, RAS pathway related proteins		HPA	20210914	20210914
6443	HGNC:17515	GAB3		ENSG00000160219	Predicted intracellular proteins		HPA	20210914	20210914
6444	HGNC:18325	GAB4		ENSG00000215568	Predicted intracellular proteins		HPA	20210914	20210914
6445	HGNC:4067	GABARAP	ATG8A, MM46	ENSG00000170296	Predicted intracellular proteins, Transporters		HPA	20210914	20210914
6446	HGNC:4068	GABARAPL1	APG8L, ATG8B, ATG8L, gec1	ENSG00000139112	Predicted intracellular proteins		HPA	20210914	20210914
6447	HGNC:13291	GABARAPL2	ATG8, ATG8C, GATE-16, GATE16, GEF2	ENSG00000034713	Predicted intracellular proteins		HPA	20210914	20210914
6448	HGNC:4070	GABBR1	GPRC3A, hGB1a	ENSG00000204681	FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6449	HGNC:4507	GABBR2	GABABR2, GPR51, GPRC3B, HG20	ENSG00000136928	FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, FDA approved drug targets, Mental retardation	HPA	20210914	20210914
6450	HGNC:4071	GABPA	E4TF1-60, E4TF1A, NFT2, NRF2, NRF2A	ENSG00000154727	Predicted intracellular proteins, Transcription factors		HPA	20210914	20210914
6451	HGNC:4074	GABPB1	E4TF1-47, GABPB, GABPB2	ENSG00000104064	Predicted intracellular proteins		HPA	20210914	20210914
6452	HGNC:28441	GABPB2	MGC29891	ENSG00000143458	Predicted intracellular proteins		HPA	20210914	20210914
6453	HGNC:4075	GABRA1	EJM5	ENSG00000022355	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6454	HGNC:4076	GABRA2		ENSG00000151834	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6455	HGNC:4077	GABRA3		ENSG00000011677	FDA approved drug targets, Predicted membrane proteins, Transporters	FDA approved drug targets	HPA	20210914	20210914
6456	HGNC:4078	GABRA4		ENSG00000109158	FDA approved drug targets, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6457	HGNC:4079	GABRA5		ENSG00000186297	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6458	HGNC:4080	GABRA6		ENSG00000145863	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6459	HGNC:4081	GABRB1		ENSG00000163288	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6460	HGNC:4082	GABRB2		ENSG00000145864	FDA approved drug targets, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6461	HGNC:4083	GABRB3		ENSG00000166206	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6462	HGNC:4084	GABRD		ENSG00000187730	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6463	HGNC:4085	GABRE		ENSG00000102287	FDA approved drug targets, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6464	HGNC:4086	GABRG1		ENSG00000163285	FDA approved drug targets, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6465	HGNC:4087	GABRG2		ENSG00000113327	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Disease mutation, Epilepsy, FDA approved drug targets	HPA	20210914	20210914
6466	HGNC:4088	GABRG3		ENSG00000182256	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6467	HGNC:4089	GABRP		ENSG00000094755	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6468	HGNC:14454	GABRQ	THETA	ENSG00000268089	FDA approved drug targets, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6469	HGNC:4090	GABRR1		ENSG00000146276	FDA approved drug targets, Predicted membrane proteins, Transporters	FDA approved drug targets	HPA	20210914	20210914
6470	HGNC:4091	GABRR2		ENSG00000111886	FDA approved drug targets, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6471	HGNC:17969	GABRR3		ENSG00000183185	FDA approved drug targets, Predicted membrane proteins	FDA approved drug targets	HPA	20210914	20210914
6472	HGNC:4092	GAD1	GAD	ENSG00000128683	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6473	HGNC:4093	GAD2	GAD65	ENSG00000136750	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6474	HGNC:4095	GADD45A	DDIT1, GADD45	ENSG00000116717	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
6475	HGNC:4096	GADD45B	DKFZP566B133, GADD45BETA, MYD118	ENSG00000099860	Predicted intracellular proteins		HPA	20210914	20210914
6476	HGNC:4097	GADD45G	CR6, DDIT2, GADD45gamma, GRP17	ENSG00000130222	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
6477	HGNC:29996	GADD45GIP1	CKBBP2, CKbetaBP2, CRIF1, MGC4667, MGC4758, PLINP-1, Plinp1, PRG6	ENSG00000179271	Predicted intracellular proteins, Ribosomal proteins		HPA	20210914	20210914
6478	HGNC:27949	GADL1		ENSG00000144644	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6479	HGNC:4098	GAGE1	CT4.1	ENSG00000205777	Predicted intracellular proteins		HPA	20210914	20210914
6480	HGNC:30968	GAGE10		ENSG00000215274	Predicted intracellular proteins		HPA	20210914	20210914
6481	HGNC:26779	GAGE12B		ENSG00000236737	Predicted intracellular proteins		HPA	20210914	20210914
6482	HGNC:28402	GAGE12C		ENSG00000237671	Predicted intracellular proteins		HPA	20210914	20210914
6483	HGNC:31904	GAGE12D		ENSG00000227488	Predicted intracellular proteins		HPA	20210914	20210914
6484	HGNC:31905	GAGE12E		ENSG00000216649	Predicted intracellular proteins		HPA	20210914	20210914
6485	HGNC:31906	GAGE12F		ENSG00000236362	Predicted intracellular proteins		HPA	20210914	20210914
6486	HGNC:31907	GAGE12G		ENSG00000215269	Predicted intracellular proteins		HPA	20210914	20210914
6487	HGNC:31908	GAGE12H		ENSG00000224902	Predicted intracellular proteins		HPA	20210914	20210914
6488	HGNC:17778	GAGE12J	GAGE11	ENSG00000224659	Predicted intracellular proteins		HPA	20210914	20210914
6489	HGNC:29081	GAGE13	GAGE12A	ENSG00000274274	Predicted intracellular proteins		HPA	20210914	20210914
6490	HGNC:4099	GAGE2A	CT4.2, GAGE2	ENSG00000189064	Predicted intracellular proteins		HPA	20210914	20210914
6491	HGNC:31960	GAGE2E	GAGE8	ENSG00000275113	Predicted intracellular proteins		HPA	20210914	20210914
6492	HGNC:4113	GAK	DNAJC26	ENSG00000178950	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6493	HGNC:4114	GAL	GAL-GMAP, GALN, GLNN, GMAP	ENSG00000069482	Disease related genes, Plasma proteins, Predicted secreted proteins	Disease mutation, Epilepsy	HPA	20210914	20210914
6494	HGNC:24240	GAL3ST1	CST	ENSG00000128242	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6495	HGNC:24869	GAL3ST2	GP3ST	ENSG00000154252	Predicted intracellular proteins		HPA	20210914	20210914
6496	HGNC:24144	GAL3ST3	GAL3ST2	ENSG00000175229	Predicted intracellular proteins		HPA	20210914	20210914
6497	HGNC:24145	GAL3ST4	FLJ12116	ENSG00000197093	Predicted membrane proteins		HPA	20210914	20210914
6498	HGNC:4115	GALC		ENSG00000054983	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation, Leukodystrophy	HPA	20210914	20210914
6499	HGNC:4116	GALE	SDR1E1	ENSG00000117308	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6500	HGNC:4118	GALK1	GALK	ENSG00000108479	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Cataract, Disease mutation	HPA	20210914	20210914
6501	HGNC:4119	GALK2	GK2	ENSG00000156958	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6502	HGNC:24063	GALM		ENSG00000143891	Enzymes, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6503	HGNC:4122	GALNS	GALNAC6S, GAS	ENSG00000141012	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation, Dwarfism, Mucopolysaccharidosis	HPA	20210914	20210914
6504	HGNC:4123	GALNT1	GalNAc-T1	ENSG00000141429	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6505	HGNC:19873	GALNT10	GalNAc-T10	ENSG00000164574	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6506	HGNC:19875	GALNT11	GalNAc-T11	ENSG00000178234	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	Heterotaxy	HPA	20210914	20210914
6507	HGNC:19877	GALNT12	GalNAc-T12	ENSG00000119514	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6508	HGNC:23242	GALNT13	GalNAc-T13, KIAA1918	ENSG00000144278	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6509	HGNC:22946	GALNT14	FLJ12691, GalNac-T10, GalNac-T14	ENSG00000158089	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6510	HGNC:21531	GALNT15	GALNT7, GALNTL2, pp-GalNAc-T15	ENSG00000131386	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6511	HGNC:23233	GALNT16	GalNAc-T16, GALNTL1, KIAA1130	ENSG00000100626	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6512	HGNC:16347	GALNT17	GalNAc-T17, GalNAc-T19, GalNAc-T5L, GALNTL3, ppGalNAc-T17, WBSCR17	ENSG00000185274	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Williams-Beuren syndrome	HPA	20210914	20210914
6513	HGNC:30488	GALNT18	GalNAc-T18, GALNT15, GALNTL4, MGC71806	ENSG00000110328	Enzymes, Predicted membrane proteins		HPA	20210914	20210914
6514	HGNC:4124	GALNT2	GalNAc-T2	ENSG00000143641	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6515	HGNC:4125	GALNT3	GalNAc-T3, HFTC, HHS	ENSG00000115339	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Disease mutation	HPA	20210914	20210914
6516	HGNC:4126	GALNT4	GalNAc-T4	ENSG00000257594	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6517	HGNC:4127	GALNT5	GalNAc-T5	ENSG00000136542	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6518	HGNC:4128	GALNT6	GalNAc-T6	ENSG00000139629	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6519	HGNC:4129	GALNT7	GALNAC-T7	ENSG00000109586	Predicted intracellular proteins		HPA	20210914	20210914
6520	HGNC:4130	GALNT8	GALNAC-T8	ENSG00000130035	Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	FDA approved drug targets	HPA	20210914	20210914
6521	HGNC:4131	GALNT9	GALNAC-T9	ENSG00000182870	Enzymes, Predicted intracellular proteins, Predicted membrane proteins		HPA	20210914	20210914
6522	HGNC:21725	GALNTL5	GalNAc-T5L, GALNT15	ENSG00000106648	Disease related genes, Predicted membrane proteins		HPA	20210914	20210914
6523	HGNC:33844	GALNTL6	GalNAc-T6L, GALNT17	ENSG00000174473	Enzymes, Predicted intracellular proteins		HPA	20210914	20210914
6524	HGNC:24840	GALP		ENSG00000197487	Predicted secreted proteins		HPA	20210914	20210914
6525	HGNC:4132	GALR1	GALNR, GALNR1	ENSG00000166573	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
6526	HGNC:4133	GALR2	GALNR2	ENSG00000182687	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins		HPA	20210914	20210914
6527	HGNC:4134	GALR3		ENSG00000128310	G-protein coupled receptors, Predicted membrane proteins		HPA	20210914	20210914
6528	HGNC:4135	GALT		ENSG00000213930	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Cataract, Disease mutation	HPA	20210914	20210914
6529	HGNC:4136	GAMT	PIG2, TP53I2	ENSG00000130005	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Disease mutation, FDA approved drug targets	HPA	20210914	20210914
6530	HGNC:4137	GAN	GAN1, KLHL16	ENSG00000261609	Disease related genes, Plasma proteins, Predicted intracellular proteins	Disease mutation, Neurodegeneration, Neuropathy	HPA	20210914	20210914
6531	HGNC:4138	GANAB	G2AN, GIIA, GluII, KIAA0088	ENSG00000089597	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Disease mutation, FDA approved drug targets	HPA	20210914	20210914
6532	HGNC:4139	GANC		ENSG00000214013	Enzymes, FDA approved drug targets, Predicted intracellular proteins	FDA approved drug targets	HPA	20210914	20210914
6533	HGNC:4140	GAP43	B-50, PP46	ENSG00000172020	Plasma proteins, Predicted intracellular proteins, Transporters		HPA	20210914	20210914
6534	HGNC:4141	GAPDH	GAPD	ENSG00000111640	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	FDA approved drug targets	HPA	20210914	20210914
6535	HGNC:24864	GAPDHS	GAPD2, GAPDH-2, GAPDS	ENSG00000105679	Enzymes, Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6536	HGNC:26588	GAPT	C5orf29, FLJ33641	ENSG00000175857	Predicted intracellular proteins		HPA	20210914	20210914
6537	HGNC:23375	GAPVD1	DKFZP434C212, KIAA1521	ENSG00000165219	Predicted intracellular proteins		HPA	20210914	20210914
6538	HGNC:14264	GAR1	NOLA1	ENSG00000109534	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6539	HGNC:26136	GAREM1	C18orf11, FAM59A, FLJ21610, GAREM	ENSG00000141441	Predicted intracellular proteins		HPA	20210914	20210914
6540	HGNC:27172	GAREM2	FAM59B, FLJ00375, GAREML, KIAA2038	ENSG00000157833	Predicted intracellular proteins		HPA	20210914	20210914
6541	HGNC:25425	GARNL3	bA356B19.1, DKFZp761J1523	ENSG00000136895	Predicted intracellular proteins		HPA	20210914	20210914
6542	HGNC:4162	GARS	CMT2D, DSMAV, GlyRS, SMAD1	ENSG00000106105	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Charcot-Marie-Tooth disease, Disease mutation, Neurodegeneration, Neuropathy	HPA	20210914	20210914
6543	HGNC:4163	GART	GARS-AIRS-GART, PGFT, PRGS	ENSG00000159131	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	FDA approved drug targets	HPA	20210914	20210914
6544	HGNC:4165	GAS1		ENSG00000180447	Cancer-related genes, Predicted intracellular proteins	Cancer-related genes	HPA	20210914	20210914
6545	HGNC:4167	GAS2		ENSG00000148935	Predicted intracellular proteins		HPA	20210914	20210914
6546	HGNC:16955	GAS2L1	GAR22	ENSG00000185340	Plasma proteins, Predicted intracellular proteins		HPA	20210914	20210914
6547	HGNC:24846	GAS2L2	GAR17	ENSG00000270765	Predicted intracellular proteins	Ciliopathy, Primary ciliary dyskinesia	HPA	20210914	20210914
6548	HGNC:27475	GAS2L3		ENSG00000139354	Predicted intracellular proteins		HPA	20210914	20210914
6549	HGNC:4168	GAS6	AXLLG, AXSF, DKFZp666G247, FLJ34709	ENSG00000183087	Predicted secreted proteins		HPA	20210914	20210914
6550	HGNC:4169	GAS7	KIAA0394, MGC1348	ENSG00000007237	Cancer-related genes, Disease related genes, Predicted intracellular proteins	Cancer-related genes, Proto-oncogene	HPA	20210914	20210914
6551	HGNC:4166	GAS8	DRC4, GAS11	ENSG00000141013	Disease related genes, Plasma proteins, Predicted intracellular proteins	Ciliopathy, Primary ciliary dyskinesia	HPA	20210914	20210914
6552	HGNC:4164	GAST	GAS	ENSG00000184502	Cancer-related genes, Predicted secreted proteins	Cancer-related genes	HPA	20210914	20210914
6553	HGNC:4170	GATA1	ERYF1, GATA-1, GF1, NF-E1, NFE1	ENSG00000102145	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	Cancer-related genes, Disease mutation	HPA	20210914	20210914
6554	HGNC:4171	GATA2	NFE1B	ENSG00000179348	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	Cancer-related genes, Disease mutation	HPA	20210914	20210914
6555	HGNC:4172	GATA3	HDR	ENSG00000107485	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Cancer-related genes, Deafness, Disease mutation	HPA	20210914	20210914
6556	HGNC:4173	GATA4		ENSG00000136574	Disease related genes, Predicted intracellular proteins, Transcription factors	Atrial septal defect, Cardiomyopathy, Disease mutation	HPA	20210914	20210914
6557	HGNC:15802	GATA5	bB379O24.1, GATAS	ENSG00000130700	Disease related genes, Predicted intracellular proteins, Transcription factors	Disease mutation	HPA	20210914	20210914
6558	HGNC:4174	GATA6		ENSG00000141448	Disease related genes, Predicted intracellular proteins, Transcription factors	Atrial septal defect, Disease mutation	HPA	20210914	20210914
6559	HGNC:29941	GATAD1	FLJ22489, ODAG, RG083M05.2	ENSG00000157259	Disease related genes, Predicted intracellular proteins, Transcription factors	Cardiomyopathy, Disease mutation	HPA	20210914	20210914
6560	HGNC:29989	GATAD2A	p66alpha	ENSG00000167491	Plasma proteins, Predicted intracellular proteins, Transcription factors		HPA	20210914	20210914
6561	HGNC:30778	GATAD2B	P66beta	ENSG00000143614	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Mental retardation	HPA	20210914	20210914
6562	HGNC:8849	GATB	PET112, PET112L	ENSG00000059691	Predicted intracellular proteins		HPA	20210914	20210914
6563	HGNC:25068	GATC	15E1.2, FLJ37000, gatC	ENSG00000257218	Predicted intracellular proteins		HPA	20210914	20210914
6564	HGNC:26616	GATD1	FLJ34283, PDDC1	ENSG00000177225	Enzymes, Predicted intracellular proteins, Predicted secreted proteins		HPA	20210914	20210914
6565	HGNC:4175	GATM	AGAT	ENSG00000171766	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation	HPA	20210914	20210914
6566	HGNC:4177	GBA	GBA1, GLUC	ENSG00000177628	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation, Gaucher disease, Ichthyosis, Neurodegeneration, Parkinson disease, Parkinsonism	HPA	20210914	20210914
6567	HGNC:18986	GBA2	AD035, DKFZp762K054, KIAA1605, SPG46	ENSG00000070610	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Disease mutation, Hereditary spastic paraplegia, Neurodegeneration	HPA	20210914	20210914
6568	HGNC:4180	GBE1		ENSG00000114480	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Disease mutation, Glycogen storage disease, Neuropathy	HPA	20210914	20210914
